Hospital_ID,State,District,City,Hospital_Rating,District_Avg_Rating,Hospital_Score,Affordability_Score,Suitable_For_Disease,Recommendation
Hospital #89,Andhra Pradesh,West Godavari,Tanuku,4.6,3.89,6.05,9.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #90,Andhra Pradesh,West Godavari,Tanuku,4.4,3.89,5.83,9.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #155,Andhra Pradesh,West Godavari,West Godavari,4.5,3.89,5.94,9.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #156,Andhra Pradesh,West Godavari,West Godavari,3.4,3.89,4.73,8.25,Diabetes Management,Moderate
Hospital #157,Andhra Pradesh,West Godavari,West Godavari,4.1,3.89,5.5,8.93,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #158,Andhra Pradesh,West Godavari,West Godavari,2.3,3.89,3.52,7.17,Diabetes Management,Not Recommended
Hospital #43,Andhra Pradesh,Ysr Kadapa,Kadapa,3.9,3.73,5.34,8.89,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #44,Andhra Pradesh,Ysr Kadapa,Kadapa,3.7,3.73,5.12,8.69,"Diabetes Management, Eye Care",Recommended
Hospital #45,Andhra Pradesh,Ysr Kadapa,Kadapa,4.9,3.73,6.44,9.87,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #46,Andhra Pradesh,Ysr Kadapa,Kadapa,3.3,3.73,4.68,8.3,Diabetes Management,Moderate
Hospital #47,Andhra Pradesh,Ysr Kadapa,Kadapa,3.3,3.73,4.68,8.3,Diabetes Management,Moderate
Hospital #48,Andhra Pradesh,Ysr Kadapa,Kadapa,2.8,3.73,4.13,7.82,Diabetes Management,Moderate
Hospital #82,Andhra Pradesh,Ysr Kadapa,Proddutur,4.3,3.73,5.78,9.28,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #83,Andhra Pradesh,Ysr Kadapa,Proddutur,3.8,3.73,5.23,8.79,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #84,Andhra Pradesh,Ysr Kadapa,Proddutur,3.6,3.73,5.01,8.6,"Diabetes Management, Eye Care",Recommended
Hospital #159,Assam,Dibrugarh,Dibrugarh,4.5,4,5.93,9.42,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #160,Assam,Dibrugarh,Dibrugarh,3.5,4,4.83,8.45,"Diabetes Management, Eye Care",Moderate
Hospital #161,Assam,Kamrup Metropolitan,Guwahati,4.8,4.83,6.16,9.32,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #162,Assam,Kamrup Metropolitan,Guwahati,4.9,4.83,6.27,9.41,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #163,Assam,Kamrup Metropolitan,Guwahati,4.8,4.83,6.16,9.32,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #164,Bihar,Darbhanga,Darbhanga,3.5,3.5,4.72,8.12,"Diabetes Management, Eye Care",Moderate
Hospital #166,Bihar,Muzaffarpur,Muzffarpur,4.7,4.7,6.06,9.34,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #167,Bihar,Patna,Patna,3.4,3.9,4.7,8,Diabetes Management,Moderate
Hospital #168,Bihar,Patna,Patna,4.3,3.9,5.69,8.88,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #169,Bihar,Patna,Patna,3.8,3.9,5.14,8.39,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #170,Bihar,Patna,Patna,3,3.9,4.26,7.61,Diabetes Management,Moderate
Hospital #171,Bihar,Patna,Patna,4.4,3.9,5.8,8.98,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #172,Bihar,Patna,Patna,4.6,3.9,6.02,9.17,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #173,Bihar,Patna,Patna,3.8,3.9,5.14,8.39,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #174,Bihar,Purnia,Purnea,3,3,4.22,7.81,Diabetes Management,Moderate
Hospital #165,Bihar,Vaishali,Hajipur,4.9,4.9,6.26,9.49,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #175,Chandigarh,Chandigarh,Chandigarh,4.1,4.28,4.78,6.84,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #176,Chandigarh,Chandigarh,Chandigarh,4,4.28,4.67,6.74,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #177,Chandigarh,Chandigarh,Chandigarh,4.5,4.28,5.22,7.23,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #178,Chandigarh,Chandigarh,Chandigarh,4.5,4.28,5.22,7.23,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #179,Chhattisgarh,Raipur,Raipur,4.9,4.09,6.49,9.73,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #180,Chhattisgarh,Raipur,Raipur,4,4.09,5.5,8.85,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #181,Chhattisgarh,Raipur,Raipur,4.5,4.09,6.05,9.34,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #182,Chhattisgarh,Raipur,Raipur,4.6,4.09,6.16,9.43,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #183,Chhattisgarh,Raipur,Raipur,3.9,4.09,5.4,8.75,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #184,Chhattisgarh,Raipur,Raipur,2.7,4.09,4.08,7.58,Diabetes Management,Moderate
Hospital #185,Chhattisgarh,Raipur,Raipur,4.1,4.09,5.61,8.94,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #186,Chhattisgarh,Raipur,Raipur,4.3,4.09,5.83,9.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #187,Chhattisgarh,Raipur,Raipur,4.1,4.09,5.61,8.94,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #188,Chhattisgarh,Raipur,Raipur,3.8,4.09,5.29,8.65,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #189,Delhi,New Delhi,Delhi,3.7,3.95,6.1,7.74,"Diabetes Management, Eye Care",Recommended
Hospital #190,Delhi,New Delhi,Delhi,3.9,3.95,6.32,7.93,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #191,Delhi,New Delhi,Delhi,4.4,3.95,6.87,8.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #192,Delhi,New Delhi,Delhi,2.6,3.95,4.89,6.66,Diabetes Management,Moderate
Hospital #193,Delhi,New Delhi,Delhi,3.2,3.95,5.55,7.25,Diabetes Management,Recommended
Hospital #194,Delhi,New Delhi,Delhi,4.7,3.95,7.2,8.71,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #195,Delhi,New Delhi,Delhi,3.4,3.95,5.77,7.44,Diabetes Management,Recommended
Hospital #196,Delhi,New Delhi,Delhi,4.4,3.95,6.87,8.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #197,Delhi,New Delhi,Delhi,3.5,3.95,5.88,7.54,"Diabetes Management, Eye Care",Recommended
Hospital #198,Delhi,New Delhi,Delhi,4.3,3.95,6.76,8.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #199,Delhi,New Delhi,Delhi,3.6,3.95,5.99,7.64,"Diabetes Management, Eye Care",Recommended
Hospital #200,Delhi,New Delhi,Delhi,3.7,3.95,6.1,7.74,"Diabetes Management, Eye Care",Recommended
Hospital #201,Delhi,New Delhi,Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #202,Delhi,New Delhi,Delhi,4.3,3.95,6.76,8.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #203,Delhi,New Delhi,Delhi,4.2,3.95,6.65,8.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #204,Delhi,New Delhi,Delhi,2.9,3.95,5.22,6.95,Diabetes Management,Recommended
Hospital #205,Delhi,New Delhi,Delhi,3.9,3.95,6.32,7.93,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #206,Delhi,New Delhi,New Delhi,4.2,3.95,6.65,8.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #207,Delhi,New Delhi,New Delhi,4.4,3.95,6.87,8.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #208,Delhi,New Delhi,New Delhi,5,3.95,7.53,9,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #209,Delhi,New Delhi,New Delhi,1,3.95,3.14,5.1,Basic Primary Care,Not Recommended
Hospital #210,Delhi,New Delhi,New Delhi,3,3.95,5.33,7.05,Diabetes Management,Recommended
Hospital #211,Delhi,New Delhi,New Delhi,4.6,3.95,7.09,8.61,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #212,Delhi,New Delhi,New Delhi,3.8,3.95,6.21,7.83,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #213,Delhi,New Delhi,New Delhi,4.2,3.95,6.65,8.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #214,Delhi,New Delhi,New Delhi,3.3,3.95,5.66,7.34,Diabetes Management,Recommended
Hospital #215,Delhi,New Delhi,New Delhi,4,3.95,6.43,8.03,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #216,Delhi,New Delhi,New Delhi,4.6,3.95,7.09,8.61,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #217,Delhi,New Delhi,New Delhi,4.3,3.95,6.76,8.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #218,Delhi,New Delhi,New Delhi,4.4,3.95,6.87,8.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #219,Delhi,New Delhi,New Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #220,Delhi,New Delhi,New Delhi,3.5,3.95,5.88,7.54,"Diabetes Management, Eye Care",Recommended
Hospital #221,Delhi,New Delhi,New Delhi,4,3.95,6.43,8.03,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #222,Delhi,New Delhi,New Delhi,3.6,3.95,5.99,7.64,"Diabetes Management, Eye Care",Recommended
Hospital #223,Delhi,New Delhi,New Delhi,4,3.95,6.43,8.03,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #224,Delhi,New Delhi,New Delhi,3.9,3.95,6.32,7.93,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #225,Delhi,New Delhi,New Delhi,3.9,3.95,6.32,7.93,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #226,Delhi,New Delhi,New Delhi,4.4,3.95,6.87,8.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #227,Delhi,New Delhi,New Delhi,4.1,3.95,6.54,8.13,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #228,Delhi,New Delhi,New Delhi,3.6,3.95,5.99,7.64,"Diabetes Management, Eye Care",Recommended
Hospital #229,Delhi,New Delhi,New Delhi,4.6,3.95,7.09,8.61,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #230,Delhi,New Delhi,New Delhi,4.1,3.95,6.54,8.13,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #231,Delhi,New Delhi,New Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #232,Delhi,New Delhi,New Delhi,4.6,3.95,7.09,8.61,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #233,Delhi,New Delhi,New Delhi,3.8,3.95,6.21,7.83,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #234,Delhi,New Delhi,New Delhi,3.2,3.95,5.55,7.25,Diabetes Management,Recommended
Hospital #235,Delhi,New Delhi,New Delhi,3.3,3.95,5.66,7.34,Diabetes Management,Recommended
Hospital #236,Delhi,New Delhi,New Delhi,3.7,3.95,6.1,7.74,"Diabetes Management, Eye Care",Recommended
Hospital #237,Delhi,New Delhi,New Delhi,3.8,3.95,6.21,7.83,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #238,Delhi,New Delhi,New Delhi,4.2,3.95,6.65,8.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #239,Delhi,New Delhi,New Delhi,2.5,3.95,4.78,6.56,Diabetes Management,Moderate
Hospital #240,Delhi,New Delhi,New Delhi,4.1,3.95,6.54,8.13,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #241,Delhi,New Delhi,New Delhi,3.6,3.95,5.99,7.64,"Diabetes Management, Eye Care",Recommended
Hospital #242,Delhi,New Delhi,New Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #243,Delhi,New Delhi,New Delhi,3.5,3.95,5.88,7.54,"Diabetes Management, Eye Care",Recommended
Hospital #244,Delhi,New Delhi,New Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #245,Delhi,New Delhi,New Delhi,4.2,3.95,6.65,8.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #246,Delhi,New Delhi,New Delhi,4.3,3.95,6.76,8.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #247,Delhi,New Delhi,New Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #248,Delhi,New Delhi,New Delhi,4.1,3.95,6.54,8.13,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #249,Delhi,New Delhi,New Delhi,2.5,3.95,4.78,6.56,Diabetes Management,Moderate
Hospital #250,Delhi,New Delhi,New Delhi,3.9,3.95,6.32,7.93,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #251,Delhi,New Delhi,New Delhi,4.1,3.95,6.54,8.13,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #252,Delhi,New Delhi,New Delhi,3.4,3.95,5.77,7.44,Diabetes Management,Recommended
Hospital #253,Delhi,New Delhi,New Delhi,3.8,3.95,6.21,7.83,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #254,Delhi,New Delhi,New Delhi,3.5,3.95,5.88,7.54,"Diabetes Management, Eye Care",Recommended
Hospital #255,Delhi,New Delhi,New Delhi,4.2,3.95,6.65,8.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #256,Delhi,New Delhi,New Delhi,3.3,3.95,5.66,7.34,Diabetes Management,Recommended
Hospital #257,Delhi,New Delhi,New Delhi,4.1,3.95,6.54,8.13,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #258,Delhi,New Delhi,New Delhi,3.3,3.95,5.66,7.34,Diabetes Management,Recommended
Hospital #259,Delhi,New Delhi,New Delhi,2.9,3.95,5.22,6.95,Diabetes Management,Recommended
Hospital #260,Delhi,New Delhi,New Delhi,4.5,3.95,6.98,8.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #261,Delhi,New Delhi,New Delhi,5,3.95,7.53,9,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #262,Delhi,New Delhi,New Delhi,4.7,3.95,7.2,8.71,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #263,Delhi,New Delhi,New Delhi,3.4,3.95,5.77,7.44,Diabetes Management,Recommended
Hospital #264,Delhi,New Delhi,New Delhi,4.3,3.95,6.76,8.32,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
